LOCATION,SUBURB,Reason Code,Audit Date,ADDRESS,lon,lat,type,loctype,address,north,south,east,west
Greaves Road,Narre Warren South,B,Mar-22,"Greaves Road, Narre Warren South, Australia",145.3193446,-38.05746,route,geometric_center,"greaves rd, narre warren south vic 3805, australia",-38.05484179999998,-38.05964100000003,145.3362146,145.3010968
Green Street,Noble Park,B,Nov-21,"Green Street, Noble Park, Australia",145.1641842,-37.969894,route,geometric_center,"green st, noble park vic 3174, australia",-37.9686771697085,-37.9713751302915,145.1679391,145.1606941
Greenhalghs Road,Bunkers Hill,BC,Nov-21,"Greenhalghs Road, Bunkers Hill, Australia",143.7622197,-37.5792057,route,geometric_center,"greenhalghs rd, bunkers hill vic 3352, australia",-37.57615209999997,-37.58153120000003,143.7821422,143.7391969
Greenhalghs Road,Delacombe,C,Nov-21,"Greenhalghs Road, Delacombe, Australia",143.8021363,-37.5837503,route,geometric_center,"greenhalghs rd, delacombe vic 3356, australia",-37.58131909999997,-37.58668760000003,143.8260396,143.7802267
Greenvale Drive,Greenvale,BC,Apr-22,"Greenvale Drive, Greenvale, Australia",144.8887107,-37.6429797,route,geometric_center,"greenvale dr, greenvale vic 3059, australia",-37.6375341,-37.6525053,144.9006313,144.8806861
Greenwood Drive,Bundoora,BCD,Apr-22,"Greenwood Drive, Bundoora, Australia",145.0668291,-37.7060033,route,geometric_center,"greenwood dr, bundoora vic 3083, australia",-37.70503719999996,-37.70879120000004,145.0803424,145.0517867
Greigs Road,Rockbank,ABCD,May-22,"Greigs Road, Rockbank, Australia",144.6518502,-37.7446965,route,geometric_center,"greigs rd, rockbank vic 3335, australia",-37.7435292697085,-37.7462272302915,144.6685104,144.6319032
Greigs Road,Strathtulloh,ABCD,May-22,"Greigs Road, Strathtulloh, Australia",144.5965036,-37.750135,route,geometric_center,"greigs rd, strathtulloh vic 3338, australia",-37.74726079999998,-37.75168710000003,144.6122715,144.575755
Greythorn Road,Balwyn North,C,Apr-22,"Greythorn Road, Balwyn North, Australia",145.0984985,-37.7965604,route,geometric_center,"greythorn rd, balwyn north vic 3104, australia",-37.7896571,-37.8043921,145.1003435,145.0962067
Grimshaw Street,Bundoora,ABCD,Dec-21,"Grimshaw Street, Bundoora, Australia",145.0807931,-37.702192,route,geometric_center,"grimshaw st, bundoora vic 3083, australia",-37.69999399999998,-37.70474840000002,145.104161,145.0581307
Grubb Road,Ocean Grove,BC,May-21,"Grubb Road, Ocean Grove, Australia",144.5377339,-38.2468585,route,geometric_center,"grubb rd, ocean grove vic 3226, australia",-38.23712889999997,-38.25747230000003,144.5396544,144.5355237
Guthridge Parade,Sale,C,T,"Guthridge Parade, Sale, Australia",147.0820901,-38.107525,route,geometric_center,"guthridge parade, sale vic 3850, australia",-38.0953937,-38.1200573,147.0851139,147.0787735
Guys Hill Road,Strathfieldsaye,ABCD,Apr-22,"Guys Hill Road, Strathfieldsaye, Australia",144.3330218,-36.800631,route,geometric_center,"guys hill rd, strathfieldsaye vic 3551, australia",-36.788247,-36.8155571,144.3453488,144.3207573
Hall Road,Carrum Downs,ABC,Jan-22,"Hall Road, Carrum Downs, Australia",145.188139,-38.1015894,route,geometric_center,"hall rd, carrum downs vic 3201, australia",-38.09945649999997,-38.10296670000002,145.2007703,145.1724432
Hamilton  Highway,Wingeel,AC,Jan-22,"Hamilton  Highway, Wingeel, Australia",143.8028875,-38.076076,route,geometric_center,"hamilton hwy, wingeel vic 3321, australia",-38.06247699999998,-38.08124970000003,143.8543236,143.7514133
Hamilton Highway,Cressy,ABC,Jan-22,"Hamilton Highway, Cressy, Australia",143.6683087,-38.0284051,route,geometric_center,"hamilton hwy, cressy vic 3322, australia",-38.01944679999998,-38.06259570000002,143.7517783,143.5881677
Hamilton Highway,Murgheboluc,AC,Dec-21,"Hamilton Highway, Murgheboluc, Australia",144.1416882,-38.1069463,route,geometric_center,"hamilton hwy, murgheboluc vic 3218, australia",-38.09391539999998,-38.11872730000002,144.1897666,144.0961404
Hamilton Highway,Stonehaven,AC,Dec-21,"Hamilton Highway, Stonehaven, Australia",144.2256054,-38.1230883,route,geometric_center,"hamilton hwy, stonehaven vic 3218, australia",-38.11766119999998,-38.13127740000002,144.2652184,144.1857418
Hamilton Highway,Gnarwarre,BC,Dec-21,"Hamilton Highway, Gnarwarre, Australia",143.2018795,-37.9497753,route,geometric_center,"hamilton hwy, victoria, australia",-37.732536,-38.17690750000001,144.3576473,142.0427297
Hamilton Highway,Berrybank,C,Nov-21,"Hamilton Highway, Berrybank, Australia",143.4941474,-37.9794873,route,geometric_center,"hamilton hwy, berrybank vic 3323, australia",-37.96096029999997,-38.01225350000003,143.5640537,143.4258657
Hamilton Highway,Lismore,C,Nov-21,"Hamilton Highway, Lismore, Australia",143.347913,-37.9523975,route,geometric_center,"hamilton hwy, lismore vic 3324, australia",-37.94617819999997,-37.96492150000001,143.4521498,143.2572816
Hamilton Highway,Mortlake,C,Nov-21,"Hamilton Highway, Mortlake, Australia",142.7697333,-38.044311,route,geometric_center,"hamilton hwy, mortlake vic 3272, australia",-37.98991949999997,-38.08121290000003,142.9483491,142.6311784
Hamilton Highway,Penshurst,C,Apr-22,"Hamilton Highway, Penshurst, Australia",142.3424235,-37.8675798,route,geometric_center,"hamilton hwy, penshurst vic 3289, australia",-37.81687769999997,-37.92093670000002,142.4588863,142.2131003
Hamilton-Natimuk Road,Cavendish,C,Apr-22,"Hamilton-Natimuk Road, Cavendish, Australia",141.9721623,-37.4649145,route,geometric_center,"natimuk-hamilton rd, cavendish vic 3314, australia",-37.40098069999998,-37.52169940000002,142.0406707,141.9268485
Hampden Road,Armadale,CD,May-22,"Hampden Road, Armadale, Australia",145.0141502,-37.8574732,route,geometric_center,"hampden rd, armadale vic 3143, australia",-37.854217,-37.8605511,145.0150350802915,145.0123371197085
Hampton Street,Brighton,ABCD,Nov-21,"Hampton Street, Brighton, Australia",145.0057859,-37.9203678,route,geometric_center,"hampton st, brighton vic 3186, australia",-37.90641989999997,-37.93257360000002,145.0087593,145.0034172
Hanlon Parade,Portland,C,Oct-21,"Hanlon Parade, Portland, Australia",141.6032721,-38.3280179,route,geometric_center,"hanlon parade, portland vic 3305, australia",-38.3225538,-38.3341848,141.6086426,141.5976923
Hanson Road,Craigieburn,C,Apr-22,"Hanson Road, Craigieburn, Australia",144.9369854,-37.5909502,route,geometric_center,"hanson rd, craigieburn vic 3064, australia",-37.5827177,-37.5989911,144.9391595,144.9336544
Harcourt Road,Boronia,BC,Jul-21,"Harcourt Road, Boronia, Australia",145.2983195,-37.8596123,route,geometric_center,"harcourt rd, boronia vic 3155, australia",-37.8569167,-37.86219639999999,145.3005262,145.2956455
Harding Street,Coburg,BCD,Mar-22,"Harding Street, Coburg, Australia",144.9725481,-37.7457105,route,geometric_center,"harding st, coburg vic 3058, australia",-37.7437012,-37.7474384,144.9790824,144.9653137
Hargraves Street,Castlemaine,C,Apr-22,"Hargraves Street, Castlemaine, Australia",144.2205592,-37.0588987,route,geometric_center,"hargraves st, castlemaine vic 3450, australia",-37.0488541,-37.0694922,144.2238315,144.2183744
Hargreaves Street,Golden Square,BCD,Apr-22,"Hargreaves Street, Golden Square, Australia",144.2712047,-36.7666275,route,geometric_center,"hargreaves st, golden square vic 3555, australia",-36.76501589999999,-36.77057390000002,144.2734161,144.2642864
Harold Road,Springvale South,C,Nov-21,"Harold Road, Springvale South, Australia",145.1540975,-37.9756789,route,geometric_center,"harold rd, springvale south vic 3172, australia",-37.97412436970851,-37.97682233029151,145.1571541,145.1476035
Harris Street,Warrnambool,C,Nov-21,"Harris Street, Warrnambool, Australia",142.4709423,-38.3871886,route,geometric_center,"harris st, warrnambool vic 3280, australia",-38.3837911,-38.3908531,142.4718801802915,142.4691822197085
Hartington Drive,Wantirna,ABCD,May-21,"Hartington Drive, Wantirna, Australia",145.2315848,-37.8649888,route,geometric_center,"hartington dr, wantirna vic 3152, australia",-37.8634327,-37.8674735,145.2335165,145.2297185
Hattah-Robinvale Road,Hattah,C,Jul-21,"Hattah-Robinvale Road, Hattah, Australia",142.4007539,-34.7705434,route,geometric_center,"hattah-robinvale rd, hattah vic 3501, australia",-34.76120439999998,-34.79026960000002,142.5212347,142.2798655
Havilah Road,Long Gully,BCD,Apr-22,"Havilah Road, Long Gully, Australia",144.2641057,-36.7438544,route,geometric_center,"havilah rd, long gully vic 3550, australia",-36.7369106,-36.7493997,144.270232,144.2579469
Hawkins Street,Shepparton,BC,Apr-22,"Hawkins Street, Shepparton, Australia",145.4085208,-36.3542572,route,geometric_center,"hawkins st, shepparton vic 3630, australia",-36.3529274697085,-36.35562543029149,145.4160152,145.4018301
Hawthorn Road,Caulfield South,B,May-22,"Hawthorn Road, Caulfield South, Australia",145.0205859,-37.8942016,route,geometric_center,"hawthorn rd, caulfield south vic 3162, australia",-37.88689339999998,-37.90328250000003,145.0219744,145.0188179
Hazel Glen Drive,Mernda,C,Apr-22,"Hazel Glen Drive, Mernda, Australia",145.1117974,-37.5879024,route,geometric_center,"hazel glen dr, mernda vic 3754, australia",-37.5864023197085,-37.5891002802915,145.1191391,145.1031823
Heads Road,Donvale,C,Apr-22,"Heads Road, Donvale, Australia",145.2023664,-37.7965936,route,geometric_center,"heads rd, donvale vic 3111, australia",-37.7922577,-37.8002257,145.208315,145.194164
Healesville-Koo Wee Rup Road,Yellingbo,ABC,T,"Healesville-Koo Wee Rup Road, Yellingbo, Australia",145.5157195,-37.83253,route,geometric_center,"healesville - koo wee rup rd, yellingbo vic 3139, australia",-37.79839619999997,-37.86538620000002,145.5315235,145.5059591
Healesville-Koo Wee Rup Road,Woori Yallock,ABC,Jul-21,"Healesville-Koo Wee Rup Road, Woori Yallock, Australia",145.5249285,-37.7850861,route,geometric_center,"healesville - koo wee rup rd, woori yallock vic 3139, australia",-37.73592229999998,-37.82335420000002,145.5384277,145.5064387
Heathcote-Kyneton Road,Langley,AC,Apr-22,"Heathcote-Kyneton Road, Langley, Australia",144.5025475,-37.154253,route,geometric_center,"heathcote-kyneton rd, langley vic 3444, australia",-37.12314209999997,-37.17834300000002,144.5102587,144.4813551
Heathcote-Nagambie Road,Graytown,C,Oct-21,"Heathcote-Nagambie Road, Graytown, Australia",144.9382547,-36.8294125,route,geometric_center,"heathcote-nagambie rd, graytown vic 3608, australia",-36.81252589999997,-36.84998360000002,144.9901987,144.8903262
Heathcote-Nagambie Road,Nagambie,C,Oct-21,"Heathcote-Nagambie Road, Nagambie, Australia",145.0983986,-36.7840746,route,geometric_center,"heathcote-nagambie rd, nagambie vic 3608, australia",-36.78179149999998,-36.79151400000003,145.121191,145.0761388
Heatherdale Road,Mitcham,C,Apr-22,"Heatherdale Road, Mitcham, Australia",145.2133601,-37.8225451,route,geometric_center,"heatherdale rd, mitcham vic 3132, australia",-37.81717399999998,-37.83142880000002,145.2147040302915,145.2120060697085
Heatherton Road,Clayton South,AC,May-22,"Heatherton Road, Clayton South, Australia",145.1281193,-37.9594577,route,geometric_center,"heatherton rd, clayton south vic 3169, australia",-37.95756849999998,-37.96115670000003,145.1421529,145.1133619
Heatherton Road,Endeavour Hills,C,Mar-22,"Heatherton Road, Endeavour Hills, Australia",145.2558838,-37.9747805,route,geometric_center,"heatherton rd, endeavour hills vic 3802, australia",-37.97192679999997,-37.97792670000003,145.2819324,145.2321238
Heaths Road,Hoppers Crossing,C,Sep-21,"Heaths Road, Hoppers Crossing, Australia",144.6844239,-37.8776343,route,geometric_center,"heaths rd, hoppers crossing vic 3029, australia",-37.87541119999998,-37.87988470000003,144.7051182,144.6638522
Heaths Road,Werribee,C,Sep-21,"Heaths Road, Werribee, Australia",144.6675715,-37.8759411,route,geometric_center,"heaths rd, werribee vic 3030, australia",-37.87532339999998,-37.88762510000002,144.7051182,144.631641
Hedderwick Street,Essendon,C,Apr-22,"Hedderwick Street, Essendon, Australia",144.900565,-37.7483494,route,geometric_center,"hedderwick st, essendon vic 3040, australia",-37.7407742,-37.7554942,144.9026948,144.8992556
Heidelberg Road,Clifton Hill,BC,May-22,"Heidelberg Road, Clifton Hill, Australia",144.9999286,-37.7855322,route,geometric_center,"heidelberg rd, clifton hill vic 3068, australia",-37.78381509999997,-37.78819660000003,145.0088246,144.9919289
Heidelberg-Kinglake Road,St Andrews,ABC,Apr-22,"Heidelberg-Kinglake Road, St Andrews, Australia",145.3003459,-37.5743055,route,geometric_center,"heidelberg-kinglake rd, st andrews vic 3761, australia",-37.55759379999997,-37.59515710000003,145.3331316,145.2803456
Heidelberg-Kinglake Road,Cottles Bridge,ABCD,Apr-22,"Heidelberg-Kinglake Road, Cottles Bridge, Australia",145.2239086,-37.6184428,route,geometric_center,"heidelberg-kinglake rd, cottles bridge vic 3099, australia",-37.60701949999997,-37.63461970000003,145.2514269,145.2021151
Heidelberg-Kinglake Road,Wattle Glen,AC,Apr-22,"Heidelberg-Kinglake Road, Wattle Glen, Australia",145.186449,-37.6580706,route,geometric_center,"heidelberg-kinglake rd, wattle glen vic 3096, australia",-37.64918319999997,-37.66591740000002,145.1897775,145.1813357
Heidelberg-Warrandyte Road,Warrandyte,C,Apr-22,"Heidelberg-Warrandyte Road, Warrandyte, Australia",145.1925341,-37.7490484,route,geometric_center,"heidelberg-warrandyte rd, warrandyte vic 3113, australia",-37.74511029999999,-37.75162010000003,145.2097609,145.1754986
Heinz Lane,Invermay Park,BC,Nov-21,"Heinz Lane, Invermay Park, Australia",143.8568102,-37.5285106,route,geometric_center,"heinz ln, invermay park vic 3350, australia",-37.52695556970851,-37.5296535302915,143.8611073,143.8492818
Hendy Main Road,Moriac,ABC,Jan-22,"Hendy Main Road, Moriac, Australia",144.1742576,-38.2468543,route,geometric_center,"hendy main rd, moriac vic 3240, australia",-38.22664479999997,-38.26490630000002,144.1779876,144.1709104
Hensley Park Road,Hamilton,C,Apr-22,"Hensley Park Road, Hamilton, Australia",142.043714,-37.6914758,route,geometric_center,"hensley park rd, hamilton vic 3300, australia",-37.64687739999998,-37.73475240000002,142.0576187,142.0364766
Henty Highway,Branxholme,ABC,Apr-22,"Henty Highway, Branxholme, Australia",141.8421432,-37.8388056,route,geometric_center,"henty hwy, branxholme vic 3302, australia",-37.78508359999997,-37.92572500000002,141.9308916,141.7660759
Henty Highway,Hamilton,ABC,Apr-22,"Henty Highway, Hamilton, Australia",141.9952425,-37.7171716,route,geometric_center,"henty hwy, hamilton vic 3300, australia",-37.64937709999997,-37.78508360000004,142.0144969,141.9308916
Henty Highway,Brimpaen,C,Jul-21,"Henty Highway, Brimpaen, Australia",142.1921795,-37.0626651,route,geometric_center,"henty hwy, brimpaen vic 3401, australia",-36.98497989999998,-37.14219200000003,142.2060955,142.1849784
Henty Highway,Byrneville,C,Jul-21,"Henty Highway, Byrneville, Australia",142.1511418,-36.9595557,route,geometric_center,"henty hwy, victoria, australia",-35.5946343,-38.3779618,142.6172766,141.5379379
Henty Highway,Haven,C,Jul-21,"Henty Highway, Haven, Australia",142.1918157,-36.7592012,route,geometric_center,"henty hwy, haven vic 3401, australia",-36.73277359999997,-36.78268790000002,142.2059526,142.1740098
Henty Highway,Kewell North,C,Jul-21,"Henty Highway, Kewell North, Australia",142.3743265,-36.459235,route,geometric_center,"henty hwy, kewell vic 3390, australia",-36.40533439999998,-36.51968460000002,142.3925943,142.3290208
Henty Highway,Riverside,C,Jul-21,"Henty Highway, Riverside, Australia",142.1511418,-36.9595557,route,geometric_center,"henty hwy, victoria, australia",-35.5946343,-38.3779618,142.6172766,141.5379379
Henty Highway,Wonwondah North,C,Jul-21,"Henty Highway, Wonwondah North, Australia",142.134754,-36.8881308,route,geometric_center,"henty hwy, wonwondah vic 3401, australia",-36.83995699999998,-36.93382010000003,142.1603131,142.134724
Henty Highway,Mooralla,C,Apr-22,"Henty Highway, Mooralla, Australia",142.1588335,-37.3810352,route,geometric_center,"henty hwy, mooralla vic 3314, australia",-37.29091989999997,-37.46981990000003,142.1932602,142.1217529
Henty Street,Reservoir,ABCD,Apr-22,"Henty Street, Reservoir, Australia",144.9932901,-37.718407,route,geometric_center,"henty st, reservoir vic 3073, australia",-37.7160948,-37.7207624,145.005249,144.9818364
Herbert Street,Boronia,BC,Jul-21,"Herbert Street, Boronia, Australia",145.2790209,-37.8557729,route,geometric_center,"herbert st, boronia vic 3155, australia",-37.85441906970849,-37.85711703029149,145.2818687,145.275305
Hertford Road,Sunshine,BC,T,"Hertford Road, Sunshine, Australia",144.839737,-37.7820327,route,geometric_center,"hertford rd, sunshine vic 3020, australia",-37.7800635,-37.7838146,144.8469965,144.8325622
Hidden Valley Boulevard,Wallan,BC,May-21,"Hidden Valley Boulevard, Wallan, Australia",144.9903328,-37.3951495,route,geometric_center,"hidden valley blvd, wallan vic 3756, australia",-37.3888486,-37.3986451,145.005249,144.9763285
High Street,Thomastown,ABCD,Apr-22,"High Street, Thomastown, Australia",145.0132955,-37.6835812,route,geometric_center,"high st, thomastown vic 3074, australia",-37.66947309999998,-37.69649710000002,145.0158713,145.0110695
